id,title,origin,contest,year,label,hosts,url,mirror_urls,format,difficulty,difficulty_basis,difficulty_native,primary_tag,tags,free_tags,quality,canonical,constraints,editorial_url,added,verified
usaco-2015-jan-bronze-itsallaboutthebase,It's All About the Base,usaco,USACO 2015 January Bronze,2015,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=509,,standard,2,estimated,Bronze,data_structures.linear.hash_map,data_structures.linear.hash_map,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2015-jan-bronze-meetingtime,Meeting Time,usaco,USACO 2015 January Bronze,2015,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=510,,standard,2,estimated,Bronze,graphs.traversal.dfs,graphs.traversal.dfs,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2015-jan-gold-cowrectangles,Cow Rectangles,usaco,USACO 2015 January Gold,2015,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=514,,standard,6,estimated,Gold,geometry.sweep.line_sweep,geometry.sweep.line_sweep,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2015-jan-gold-grasscownoisseur,Grass Cownoisseur,usaco,USACO 2015 January Gold,2015,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=516,,standard,6,estimated,Gold,graphs.components.scc_tarjan,graphs.components.scc_tarjan,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2015-jan-gold-mooviemooving,Moovie Mooving,usaco,USACO 2015 January Gold,2015,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=515,,standard,6,estimated,Gold,dp.subset.subset_dp,dp.subset.subset_dp,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2015-jan-silver-cowrouting,Cow Routing,usaco,USACO 2015 January Silver,2015,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=512,,standard,4,estimated,Silver,data_structures.linear.heap,data_structures.linear.heap,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2015-jan-silver-meetingtime,Meeting Time,usaco,USACO 2015 January Silver,2015,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=513,,standard,4,estimated,Silver,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2015-jan-silver-stampede,Stampede,usaco,USACO 2015 January Silver,2015,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=511,,standard,4,estimated,Silver,geometry.sweep.line_sweep,geometry.sweep.line_sweep,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2015-open-bronze-bessiegetseven,Bessie Gets Even,usaco,USACO 2015 US Open Bronze,2015,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=546,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2015-open-bronze-moocryption,Moocryption,usaco,USACO 2015 US Open Bronze,2015,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=545,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2015-open-bronze-palindromicpathsbronze,Palindromic Paths (Bronze),usaco,USACO 2015 US Open Bronze,2015,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=548,,standard,2,estimated,Bronze,graphs.traversal.dfs,graphs.traversal.dfs,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2015-open-bronze-trappedinthehaybalesbronze,Trapped in the Haybales (Bronze),usaco,USACO 2015 US Open Bronze,2015,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=547,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2015-open-gold-googol,Googol,usaco,USACO 2015 US Open Gold,2015,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=552,,standard,6,estimated,Gold,adhoc.simulation.sorting,adhoc.simulation.sorting,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2015-open-gold-palindromicpaths,Palindromic Paths,usaco,USACO 2015 US Open Gold,2015,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=553,,standard,6,estimated,Gold,dp.basics.grid,dp.basics.grid,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2015-open-gold-trappedinthehaybalesgold,Trapped in the Haybales (Gold),usaco,USACO 2015 US Open Gold,2015,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=554,,standard,6,estimated,Gold,adhoc.simulation.sorting,adhoc.simulation.sorting,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2015-open-silver-bessiegoesmoo,Bessie Goes Moo,usaco,USACO 2015 US Open Silver,2015,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=549,,standard,4,estimated,Silver,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2015-open-silver-bessiesbirthdaybuffet,Bessie's Birthday Buffet,usaco,USACO 2015 US Open Silver,2015,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=551,,standard,4,estimated,Silver,adhoc.simulation.sorting,adhoc.simulation.sorting,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2015-open-silver-trappedinthehaybalessilver,Trapped in the Haybales (Silver),usaco,USACO 2015 US Open Silver,2015,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=550,,standard,4,estimated,Silver,adhoc.simulation.direct,adhoc.simulation.direct,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2016-dec-bronze-blockgame,Block Game,usaco,USACO 2016 December Bronze,2016,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=664,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-dec-bronze-squarepasture,Square Pasture,usaco,USACO 2016 December Bronze,2016,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=663,,standard,2,estimated,Bronze,geometry.primitives.points,geometry.primitives.points,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-dec-bronze-thecowsignal,The Cow-Signal,usaco,USACO 2016 December Bronze,2016,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=665,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-dec-gold-cowchecklist,Cow Checklist,usaco,USACO 2016 December Gold,2016,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=670,,standard,6,estimated,Gold,dp.basics.grid,dp.basics.grid,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-dec-gold-lasersandmirrors,Lasers and Mirrors,usaco,USACO 2016 December Gold,2016,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=671,,standard,6,estimated,Gold,graphs.traversal.bfs,graphs.traversal.bfs,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-dec-gold-moocast,Moocast,usaco,USACO 2016 December Gold,2016,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=669,,standard,6,estimated,Gold,graphs.traversal.dfs,graphs.traversal.dfs,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-dec-platinum-lotsoftriangles,Lots of Triangles,usaco,USACO 2016 December Platinum,2016,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=672,,standard,8,estimated,Platinum,bitwise.techniques.bitset_optimization,bitwise.techniques.bitset_optimization,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-dec-platinum-roboticcowherd,Robotic Cow Herd,usaco,USACO 2016 December Platinum,2016,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=674,,standard,8,estimated,Platinum,data_structures.range_query.persistent,data_structures.range_query.persistent,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2016-dec-platinum-teambuilding,Team Building,usaco,USACO 2016 December Platinum,2016,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=673,,standard,8,estimated,Platinum,dp.basics.linear,dp.basics.linear,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-dec-silver-citiesandstates,Cities and States,usaco,USACO 2016 December Silver,2016,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=667,,standard,4,estimated,Silver,data_structures.linear.hash_map,data_structures.linear.hash_map,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-dec-silver-countinghaybales,Counting Haybales,usaco,USACO 2016 December Silver,2016,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=666,,standard,4,estimated,Silver,search.binary_search.on_answer,search.binary_search.on_answer,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-dec-silver-moocast,Moocast,usaco,USACO 2016 December Silver,2016,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=668,,standard,4,estimated,Silver,graphs.traversal.dfs,graphs.traversal.dfs,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-feb-bronze-circularbarn,Circular Barn,usaco,USACO 2016 February Bronze,2016,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=616,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-feb-bronze-loadbalancing,Load Balancing,usaco,USACO 2016 February Bronze,2016,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=617,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-feb-bronze-milkpails,Milk Pails,usaco,USACO 2016 February Bronze,2016,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=615,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-feb-gold-circularbarn,Circular Barn,usaco,USACO 2016 February Gold,2016,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=621,,standard,6,estimated,Gold,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2016-feb-gold-circularbarnrevisited,Circular Barn Revisited,usaco,USACO 2016 February Gold,2016,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=622,,standard,6,estimated,Gold,dp.basics.linear,dp.basics.linear,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-feb-gold-fencedin,Fenced In,usaco,USACO 2016 February Gold,2016,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=623,,standard,6,estimated,Gold,graphs.spanning.mst,graphs.spanning.mst,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-feb-platinum-circularbarn,Circular Barn,usaco,USACO 2016 February Platinum,2016,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=626,,standard,8,estimated,Platinum,dp.optimization.convex_hull_trick,dp.optimization.convex_hull_trick,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-feb-platinum-fencedin,Fenced In,usaco,USACO 2016 February Platinum,2016,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=625,,standard,8,estimated,Platinum,graphs.spanning.mst,graphs.spanning.mst,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-feb-platinum-loadbalancing,Load Balancing,usaco,USACO 2016 February Platinum,2016,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=624,,standard,8,estimated,Platinum,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-feb-silver-circularbarn,Circular Barn,usaco,USACO 2016 February Silver,2016,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=618,,standard,4,estimated,Silver,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2016-feb-silver-loadbalancing,Load Balancing,usaco,USACO 2016 February Silver,2016,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=619,,standard,4,estimated,Silver,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-feb-silver-milkpails,Milk Pails,usaco,USACO 2016 February Silver,2016,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=620,,standard,4,estimated,Silver,graphs.traversal.connectivity,graphs.traversal.connectivity,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-jan-bronze-angrycows,Angry Cows,usaco,USACO 2016 January Bronze,2016,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=592,,standard,2,estimated,Bronze,adhoc.simulation.sorting,adhoc.simulation.sorting,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-jan-bronze-mowingthefield,Mowing the Field,usaco,USACO 2016 January Bronze,2016,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=593,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-jan-bronze-promotioncounting,Promotion Counting,usaco,USACO 2016 January Bronze,2016,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=591,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2016-jan-gold-angrycows,Angry Cows,usaco,USACO 2016 January Gold,2016,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=597,,standard,6,estimated,Gold,search.binary_search.on_answer,search.binary_search.on_answer,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-jan-gold-lightsout,Lights Out,usaco,USACO 2016 January Gold,2016,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=599,,standard,6,estimated,Gold,strings.hashing.polynomial_hash,strings.hashing.polynomial_hash,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-jan-gold-radiocontact,Radio Contact,usaco,USACO 2016 January Gold,2016,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=598,,standard,6,estimated,Gold,dp.basics.grid,dp.basics.grid,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-jan-platinum-fortmoo,Fort Moo,usaco,USACO 2016 January Platinum,2016,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=600,,standard,8,estimated,Platinum,data_structures.linear.sliding_window,data_structures.linear.sliding_window,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-jan-platinum-lightsout,Lights Out,usaco,USACO 2016 January Platinum,2016,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=602,,standard,8,estimated,Platinum,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2016-jan-platinum-mowingthefield,Mowing the Field,usaco,USACO 2016 January Platinum,2016,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=601,,standard,8,estimated,Platinum,data_structures.range_query.fenwick,data_structures.range_query.fenwick,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-jan-silver-angrycows,Angry Cows,usaco,USACO 2016 January Silver,2016,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=594,,standard,4,estimated,Silver,search.binary_search.on_answer,search.binary_search.on_answer,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-jan-silver-buildgates,Build Gates,usaco,USACO 2016 January Silver,2016,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=596,,standard,4,estimated,Silver,graphs.traversal.connectivity,graphs.traversal.connectivity,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-jan-silver-subsequencessummingtosevens,Subsequences Summing to Sevens,usaco,USACO 2016 January Silver,2016,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=595,,standard,4,estimated,Silver,data_structures.static_range.prefix_sums,data_structures.static_range.prefix_sums,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-open-bronze-bullinachinashop,Bull in a China Shop,usaco,USACO 2016 US Open Bronze,2016,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=640,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-open-bronze-diamondcollector,Diamond Collector,usaco,USACO 2016 US Open Bronze,2016,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=639,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-open-bronze-fieldreduction,Field Reduction,usaco,USACO 2016 US Open Bronze,2016,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=641,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2016-open-gold-248,248,usaco,USACO 2016 US Open Gold,2016,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=647,,standard,6,estimated,Gold,dp.basics.interval,dp.basics.interval,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-open-gold-closingthefarm,Closing the Farm,usaco,USACO 2016 US Open Gold,2016,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=646,,standard,6,estimated,Gold,data_structures.disjoint_set.dsu,data_structures.disjoint_set.dsu,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-open-gold-splittingthefield,Splitting the Field,usaco,USACO 2016 US Open Gold,2016,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=645,,standard,6,estimated,Gold,greedy.exchange.sorting_order,greedy.exchange.sorting_order,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-open-platinum-262144,262144,usaco,USACO 2016 US Open Platinum,2016,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=648,,standard,8,estimated,Platinum,trees.ancestors.binary_lifting,trees.ancestors.binary_lifting,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-open-platinum-bullinachinashop,Bull in a China Shop,usaco,USACO 2016 US Open Platinum,2016,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=649,,standard,8,estimated,Platinum,data_structures.range_query.fenwick,data_structures.range_query.fenwick,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2016-open-platinum-landscaping,Landscaping,usaco,USACO 2016 US Open Platinum,2016,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=650,,standard,8,estimated,Platinum,dp.optimization.slope_trick,dp.optimization.slope_trick,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-open-silver-closingthefarm,Closing the Farm,usaco,USACO 2016 US Open Silver,2016,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=644,,standard,4,estimated,Silver,graphs.traversal.dfs,graphs.traversal.dfs,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-open-silver-diamondcollector,Diamond Collector,usaco,USACO 2016 US Open Silver,2016,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=643,,standard,4,estimated,Silver,data_structures.linear.sliding_window,data_structures.linear.sliding_window,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2016-open-silver-fieldreduction,Field Reduction,usaco,USACO 2016 US Open Silver,2016,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=642,,standard,4,estimated,Silver,geometry.primitives.points,geometry.primitives.points,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-dec-bronze-blockedbillboard,Blocked Billboard,usaco,USACO 2017 December Bronze,2017,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=759,,standard,2,estimated,Bronze,geometry.primitives.points,geometry.primitives.points,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-dec-bronze-milkmeasurement,Milk Measurement,usaco,USACO 2017 December Bronze,2017,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=761,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-dec-bronze-thebovineshuffle,The Bovine Shuffle,usaco,USACO 2017 December Bronze,2017,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=760,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-dec-gold-apieforapie,A Pie for a Pie,usaco,USACO 2017 December Gold,2017,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=765,,standard,6,estimated,Gold,graphs.traversal.bfs,graphs.traversal.bfs,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-dec-gold-barnpainting,Barn Painting,usaco,USACO 2017 December Gold,2017,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=766,,standard,6,estimated,Gold,dp.tree.subtree_dp,dp.tree.subtree_dp,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-dec-gold-haybalefeast,Haybale Feast,usaco,USACO 2017 December Gold,2017,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=767,,standard,6,estimated,Gold,data_structures.linear.sliding_window,data_structures.linear.sliding_window,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-dec-platinum-greedygifttakers,Greedy Gift Takers,usaco,USACO 2017 December Platinum,2017,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=770,,standard,8,estimated,Platinum,search.binary_search.on_answer,search.binary_search.on_answer,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2017-dec-platinum-pushabox,Push a Box,usaco,USACO 2017 December Platinum,2017,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=769,,standard,8,estimated,Platinum,graphs.components.biconnected,graphs.components.biconnected,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-dec-platinum-standingoutfromtheherd,Standing Out from the Herd,usaco,USACO 2017 December Platinum,2017,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=768,,standard,8,estimated,Platinum,strings.suffix_structures.suffix_array,strings.suffix_structures.suffix_array,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-dec-silver-milkmeasurement,Milk Measurement,usaco,USACO 2017 December Silver,2017,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=763,,standard,4,estimated,Silver,data_structures.linear.heap,data_structures.linear.heap,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-dec-silver-mycowatemyhomework,My Cow Ate My Homework,usaco,USACO 2017 December Silver,2017,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=762,,standard,4,estimated,Silver,adhoc.simulation.direct,adhoc.simulation.direct,via-usaco-analysis,,,,,2026-09-19,2026-09-19
usaco-2017-dec-silver-thebovineshuffle,The Bovine Shuffle,usaco,USACO 2017 December Silver,2017,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=764,,standard,4,estimated,Silver,graphs.special_graphs.functional_graph,graphs.special_graphs.functional_graph,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-feb-bronze-whydidthecowcrosstheroad,Why Did the Cow Cross the Road,usaco,USACO 2017 February Bronze,2017,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=711,,standard,2,estimated,Bronze,adhoc.simulation.direct,adhoc.simulation.direct,via-dmoj-category,,,,,2026-09-19,2026-09-19
usaco-2017-feb-bronze-whydidthecowcrosstheroadii,Why Did the Cow Cross the Road II,usaco,USACO 2017 February Bronze,2017,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=712,,standard,2,estimated,Bronze,search.exhaustive.backtracking,search.exhaustive.backtracking,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-feb-bronze-whydidthecowcrosstheroadiii,Why Did the Cow Cross the Road III,usaco,USACO 2017 February Bronze,2017,Bronze,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=713,,standard,2,estimated,Bronze,adhoc.simulation.sorting,adhoc.simulation.sorting,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-feb-gold-whydidthecowcrosstheroad,Why Did the Cow Cross the Road,usaco,USACO 2017 February Gold,2017,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=717,,standard,6,estimated,Gold,graphs.shortest_path.dijkstra,graphs.shortest_path.dijkstra,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-feb-gold-whydidthecowcrosstheroadii,Why Did the Cow Cross the Road II,usaco,USACO 2017 February Gold,2017,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=718,,standard,6,estimated,Gold,dp.basics.grid,dp.basics.grid,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-feb-gold-whydidthecowcrosstheroadiii,Why Did the Cow Cross the Road III,usaco,USACO 2017 February Gold,2017,Gold,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=719,,standard,6,estimated,Gold,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-feb-platinum-whydidthecowcrosstheroad,Why Did the Cow Cross the Road,usaco,USACO 2017 February Platinum,2017,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=720,,standard,8,estimated,Platinum,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-feb-platinum-whydidthecowcrosstheroadii,Why Did the Cow Cross the Road II,usaco,USACO 2017 February Platinum,2017,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=721,,standard,8,estimated,Platinum,data_structures.range_query.segment_tree,data_structures.range_query.segment_tree,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-feb-platinum-whydidthecowcrosstheroadiii,Why Did the Cow Cross the Road III,usaco,USACO 2017 February Platinum,2017,Platinum,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=722,,standard,8,estimated,Platinum,data_structures.range_query.fenwick,data_structures.range_query.fenwick,via-usaco-guide,,,,,2026-09-19,2026-09-19
usaco-2017-feb-silver-whydidthecowcrosstheroad,Why Did the Cow Cross the Road,usaco,USACO 2017 February Silver,2017,Silver,usaco-official,https://www.usaco.org/index.php?page=viewproblem2&cpid=714,,standard,4,estimated,Silver,data_structures.linear.heap,data_structures.linear.heap,via-usaco-guide,,,,,2026-09-19,2026-09-19
